Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,1,34,27.2,4.4,3.4,76,76,3.6,8.6,270.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,2,32.2,27.4,121.8,0,80,83,0,12.2,161,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,3,33.7,25.6,0,3,96,84,5.4,6.8,324.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,4,32,26.6,7.6,4.6,83,80,4.8,7.4,306.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,5,34.3,26.2,12.4,4.4,83,70,4.2,8,288.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,6,32.5,26.8,2.4,3.4,91,84,5.3,6.9,321.86,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,7,32.4,25.8,0.2,3.2,87,77,6.8,5.4,367.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,8,32.6,27,15.6,4.6,84,70,6.4,5.8,355.25,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,9,33.4,25.6,0,4,77,64,4.5,7.7,297.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,10,35.5,27.2,5,2,83,83,1.4,10.8,203.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,11,32,27,1.6,2.6,80,70,1.6,10.6,209.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,12,32,26.8,0,4,77,77,1.4,10.8,203.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,13,33,24.6,17.6,0,84,91,0,12.2,161,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,14,32.4,24.2,0,3,83,76,2.4,9.8,233.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,15,31.2,26,0,5,84,67,7.2,5,379.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,16,33.2,27,33.8,0,81,83,4.6,7.6,300.62,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,17,33.8,25.8,2.6,0,77,70,6.8,5.4,367.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,18,34.2,25.6,31.8,0,77,77,3.4,8.8,264.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,19,34,25.2,31.2,0,100,91,0,12.2,161.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,20,27.8,24.8,3,0,100,87,1,10.8,203.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,21,30.4,24.6,6.4,0,84,84,3.4,8.8,264.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,22,33,25.4,0,3,91,70,6.7,5.5,364.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,23,34,26.4,0,4,76,77,7.4,4.4,385.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,24,33.5,26.6,16.6,3.6,76,77,3.4,8.8,264.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,25,32.4,25.2,18.4,5.4,80,100,2.6,9.6,239.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,26,31.6,25.6,30.2,3.2,83,80,3.4,8.8,264.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,27,32.4,24.8,0,3,83,69,4.8,7.4,306.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,28,33.4,27.2,0,2,87,77,0,12.2,161,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,29,31.5,26.8,0,4,84,70,7.2,5,379.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,9,30,33.5,26.7,0,2,77,70,6.3,5.9,352.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,1,35,24,0,2,91,62,4.8,6.7,383.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,2,34.6,25.5,0,2,87,70,1.2,10.3,179.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,3,34.2,27,0,2,77,65,7.6,3.9,346.32,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,4,36.6,27.8,1,6,77,65,7.3,4.2,355.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,5,32.4,26,0.2,2.2,91,75,3.6,7.9,248.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,6,32.6,25.8,19.6,3.6,91,77,3.4,8.1,242.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,7,31.8,25.2,0,2,100,88,2.3,9.2,210.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,8,33,25.4,7.2,2.2,76,84,1.3,10.2,181.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,9,30.8,26.2,26.2,0,83,83,2.2,9.3,207.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,10,31.7,25.8,3,0,80,76,3.2,8.3,236.81,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,11,29.4,24.4,4.4,0,95,91,0.8,10.7,167.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,12,30.6,23.2,1.6,0,100,76,3.4,8.1,242.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,13,33,24.4,0,3,83,73,2.3,9.2,210.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,14,33.2,24.8,0,4,87,56,9.6,1.9,421.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,15,34.4,24.6,0,4,63,63,6.6,4.9,335,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,16,35,25.2,0,5,69,64,10.2,1.3,438.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,17,36.2,25.4,0,4,69,71,9.2,2.3,410.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,18,35.5,26.8,0,5,77,64,8.3,3.2,384.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,19,35.8,26.4,0,3,73,59,10.2,1.3,438.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,20,35.4,25.2,0,5,62,52,10.1,1.4,436.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,21,34.2,24.6,0,4,59,52,9.2,2.3,410.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,22,33.2,23.8,0,3,56,56,8.2,3.3,381.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,23,33.6,23,0,4,64,45,10.2,1.3,438.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,24,33.5,22.8,0,4,71,57,9.6,1.9,421.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,25,34,23.4,0,4,72,59,8.3,3.2,384.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,26,33.5,23.7,10.8,0.8,62,63,4.2,7.3,265.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,27,29.2,23.4,27.2,3.2,100,63,1.8,9.7,496.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,28,29.8,23.6,2.6,3.6,83,76,4.6,6.9,277.24,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,29,31,24.6,0,4,91,69,4.3,7.2,268.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,30,32.6,24.8,0,3,76,69,6.2,5.3,323.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,10,31,33.4,25.4,0,3,76,63,5.3,6.2,297.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,1,33.8,25.4,0,3,72,63,8.4,2.5,336.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,2,33.9,25.2,0,4,69,63,9.6,1.3,366.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,3,34.5,25.4,0,2,66,63,4.6,6.3,238.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,4,26,25,2.4,1.4,86,86,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,5,25,23.4,8.2,0.2,90,95,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,6,25.2,19.4,0.6,1.6,85,81,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,7,27.8,22.4,0,1,82,82,3.2,7.7,203.03,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,8,30,20.2,0,2,74,63,5.4,5.5,259.3,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,9,31.5,20.6,0,3,74,57,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,10,31.6,20.4,0,3,61,55,7.8,3.1,320.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,11,31.2,20.2,0,2,67,61,6.2,4.7,279.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,12,31,19.2,0,1,74,57,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,13,31.7,19.8,0,3,63,55,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,14,31.4,20.6,0,3,63,42,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,15,30.8,19.4,0,4,62,47,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,16,32,19.2,0,4,66,57,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,17,32.4,18.6,0,3,59,50,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,18,30.8,18.2,0,2,59,55,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,19,30.6,17.8,0,4,62,55,9.2,1.7,356.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,20,30.2,17.4,0,0,66,60,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,21,29.4,16.4,0,2,73,51,8.5,2.4,338.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,22,29,16.2,0,2,73,56,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,23,29.6,16.2,0,2,73,54,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,24,28.6,16.4,0,2,73,60,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,25,28.9,17,0,2,74,60,6.6,4.3,389.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,26,29.2,17.2,0,2,73,54,6.4,4.5,284.87,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,27,29.1,17.4,0,3,78,54,8.1,2.8,328.35,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,28,29.5,17.7,0,1,74,57,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,29,29.4,17.8,0,1,81,67,5.7,5.2,266.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,11,30,29.5,17.4,0,2,78,61,8.7,2.2,343.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,1,29.6,17.2,0,2,82,54,6.4,4.2,363.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,2,29.4,17.8,0,2,73,61,7.2,3.4,282.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,3,30,17.2,0,3,78,54,7.3,3.3,284.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,4,30.5,17.4,0,3,77,55,7.2,3.4,282.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,5,30.2,18.4,0,2,90,57,7.4,3.2,287.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,6,29.5,17.2,0,2,90,60,8.4,2.2,311.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,7,30.5,15.2,0,3,81,49,8.5,2.1,313.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,8,30.2,14.8,0,2,72,47,8.4,2.2,311.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,9,28,15.6,0,2,69,46,5.2,5.4,234.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,10,28.4,14.8,0,2,100,49,8,2.6,301.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,11,28.8,15,0,2,85,53,8.4,2.2,311.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,12,27.4,15.2,0,2,75,53,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,13,26.8,15,0,2,70,55,5.4,5.2,239.32,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,14,25.8,14.8,0,2,79,62,3.8,6.8,201.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,15,26.2,14.6,0,1,79,62,3.6,7,196.28,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,16,27.4,14.8,0,1,79,59,4,6.6,205.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,17,27,14.6,0,2,84,62,4.2,6.4,210.62,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,18,27.6,15.8,0,2,84,63,3.8,6.8,201.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,19,27,15.6,0,1,89,66,4.8,5.8,224.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,20,27.4,16.6,0,2,75,52,5.3,5.3,236.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,21,26.7,15.2,0,2,79,50,5.4,5.2,239.32,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,22,27.6,16.2,0,1,80,63,3.8,6.8,201.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,23,28.6,17.2,0,2,79,60,4.2,6.4,210.62,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,24,28.4,16.8,0,1,89,64,5.4,5.2,239.32,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,25,28.6,17.6,0,1,90,66,3.4,7.2,191.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,26,27.6,17.8,0,1,90,66,2.4,8.2,167.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,27,27.5,16.4,0,2,90,55,6.2,4.4,258.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,28,26.2,15.8,0,2,94,73,6.4,4.2,263.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,29,27.7,15,0,1,89,56,5.5,5.1,241.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,30,26.2,15.2,0,2,95,66,2.8,7.8,177.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,31,27.4,13.8,0,1,100,53,5.2,5.4,234.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,1,27,14,0,1,94,59,4.8,5.9,234.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,2,29.2,14,0,2,100,60,6.5,4.2,276.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,3,28.4,15,0,1,84,53,5.2,5.5,244.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,4,28.2,15.2,0,2,88,53,6.8,3.9,284.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,5,26.8,15.6,0,2,94,73,4.6,6.1,229.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,6,25.2,14.2,0,1,78,66,4.2,6.5,219.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,7,26.8,13.8,0,2,94,52,5.4,5.3,249.35,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,8,27.6,12.4,0,3,88,46,7.8,2.9,308.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,9,28.4,12.8,0,2,84,52,6.5,4.2,276.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,10,25.7,13,0,3,79,49,3.6,7.1,204.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,11,25.6,13.6,0,2,88,57,7.2,3.5,202.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,12,25.4,14.2,0,4,78,38,8.2,2.5,318.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,13,24.4,11.5,0,3,61,38,7.8,2.9,308.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,14,24.7,9.4,0,3,63,42,7.7,3,306.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,15,26.4,10.4,0,2,77,48,7.2,3.5,294,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,16,26,12.4,0,3,87,47,7.4,3.3,298.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,17,26.5,9.4,0,2,69,45,5.8,4.9,259.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,18,27.5,12.2,0,2,77,45,7.8,2.9,308.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,19,28.2,13.4,0,2,84,52,8.2,2.5,318.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,20,27.8,12.6,0,2,68,53,9.4,1.3,348.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,21,28.5,10.8,0,3,77,43,7.6,3.1,503.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,22,29.4,14.8,0,2,83,41,7.4,3.3,298.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,23,27.8,15.4,0,3,78,53,7.3,3.4,296.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,24,28.6,14.6,0,3,83,53,7.8,2.9,308.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,25,29.5,13.8,0,0,89,47,8.2,2.5,326.24,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,26,24.8,13.5,0,2,71,41,6.4,4.3,274.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,27,25.4,17.2,0,2,80,59,6.2,4.5,269.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,28,27.5,15.6,0,2,79,63,6.4,4.3,274.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,29,26.8,15.4,0,2,70,52,7.5,3.2,301.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,30,26.7,14.6,0,3,79,53,7.4,3.3,298.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,31,27.5,14.6,0,3,84,48,7.3,3.4,296.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,1,27.8,13.2,0,2,79,53,8.2,3,368.77,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,2,27.3,14.2,0,3,79,48,7.4,3.8,346.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,3,27.2,13.4,0,2,88,53,8.6,2.6,380.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,4,29.2,15.8,0,2,80,47,9.2,2,396.98,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,5,32.3,14.8,0,3,71,42,8.4,2.8,374.41,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,6,31.6,16.2,0,3,72,44,7.5,3.7,349.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,7,31.2,17.2,0,3,72,42,8.6,2.6,380.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,8,30,16.8,0,4,63,42,9.3,1.9,399.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,9,29,13.6,0,4,67,41,8.6,2.6,380.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,10,29.8,13.4,0,3,75,59,7.3,3.9,343.37,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,11,28.6,15.6,0,3,80,53,7.6,3.6,351.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,12,30.8,16.4,0,4,67,36,7.4,3.8,346.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,13,30.7,18.2,0,4,60,39,7.3,3.9,343.37,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,14,30.8,16.3,0,2,67,45,6.8,4.4,329.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,15,30.6,14.5,0,5,64,44,7.4,3.8,346.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,16,30.8,18.4,0,4,72,42,7.1,4.1,337.73,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,17,31.2,17.8,0,2,80,45,6.2,5,312.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,18,31.8,18.4,0,3,81,44,6.4,4.8,317.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,19,30.6,18.2,0,2,80,49,0,11.2,337.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,20,28.7,19.6,0,2,90,74,1.1,10.1,168.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,21,31.6,23.2,0,3,78,59,6.7,4.5,326.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,22,30.8,23.7,0,4.2,82,62,4.6,6.6,267.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,23,31,22.8,0,5,73,62,5.4,5.8,289.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,24,30,15,0,5,73,32,9.3,1.9,399.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,25,29.8,13.8,0,5,68,35,9.4,1.8,402.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,26,30.2,13.4,0,4,60,36,7.8,3.4,357.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,27,31.7,14.8,0,6,68,38,8.8,2.4,385.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,2,28,31.7,15.2,0,3,65,32,8.7,2.5,382.87,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,1,31.8,15,0,4,72,39,7.6,4.2,404.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,2,34.2,16.2,0,4,65,38,6.8,5,379.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,3,33.5,23.4,0,3,73,39,4.6,7.2,309.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,4,30.2,22.2,0,2,81,49,4.2,7.6,296.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,5,31.4,21.4,7.4,3.4,82,59,7.6,4.2,404.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,6,30.5,18.8,0,3,81,52,4.8,7,315.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,7,31.4,19.8,0,3,86,47,4.6,7.2,309.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,8,29,19.8,0,2,65,60,1.2,10.6,201.12,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,9,32.4,18.4,0,4,76,52,4.8,7,315.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,10,30.2,19.2,18.2,0,81,56,2.4,9.4,239.25,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,11,25.6,18.8,7.4,0,95,86,0.4,11.4,175.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,12,29.5,21.2,0,0,86,62,5.6,6.2,340.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,13,30,16.6,0,4,91,35,9.4,2.4,461.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,14,30.2,15.4,0,4,57,39,9.6,2.2,468,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,15,30.5,14.8,0,5,50,36,10.2,1.6,487.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,16,30.8,14.6,0,6,50,39,9.4,2.4,461.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,17,32.2,15.2,0,5,52,41,7.6,4.2,404.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,18,29.2,20.2,0.6,3.6,65,61,3.2,8.6,264.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,19,32,16.8,4,4,81,45,4.9,6.9,318.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,20,23.6,18,3.4,1.4,89,80,2.6,9.2,245.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,21,29,16.8,0,4,76,61,8.3,3.5,476.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,22,31.2,17.6,0,4,73,49,7.4,4.4,398.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,23,31,20.2,0,7,64,79,1.9,9.9,223.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,24,32.4,21.4,18.8,0,86,49,2.8,9,251.95,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,25,33,16.8,0,0,78,61,3.2,8.6,264.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,26,31.2,17.8,0,3,82,65,2.6,9.2,245.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,27,,24.6,0,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,28,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,29,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,30,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,3,31,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,1,34.2,26.4,0,7,76,58,8.2,4.3,443.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,2,33.2,25.8,0,5.2,83,63,7.2,5.3,410.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,3,33.8,26.4,0.8,5.8,83,46,4.2,8.3,313.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,4,29.5,26.8,1.4,3,81,76,1.3,11.2,218.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,5,29.8,21.4,24.2,3.2,82,79,0.4,12.1,189.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,6,30.5,22.2,0,2,86,76,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,7,35.5,19.4,0,5,76,64,6.6,5.9,191.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,8,34.5,24,0,5,80,64,4.8,7.7,332.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,9,35.2,25.8,0,5,83,64,5.6,6.9,358.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,10,37.8,24.8,0,5,76,39,8.8,3.7,462.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,11,38.8,26.4,0,6,72,40,7.3,5.2,413.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,12,37.4,25.8,0,5,76,42,6.6,5.9,319.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,13,38.6,24.6,0,4,55,43,9.2,3.3,475.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,14,37.2,24.4,0,6,48,40,7.8,4.7,430.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,15,36.2,23.4,0,5,50,58,7.3,5.2,413.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,16,33.8,23.2,0,6,69,40,8.6,3.9,456.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,17,37,21.2,0,6,68,47,9.3,3.2,478.79,,,,,,,,,,,,,,,,,,,,,,,,,
